100, 0.59864, 1.78853
100, 0.59849, 1.78850
100, 0.59862, 1.78850
100, 0.59852, 1.78854
100, 0.59852, 1.78857
100, 0.59849, 1.78854
100, 0.59837, 1.78852
100, 0.59858, 1.78845
200, 0.62038, 1.80099
200, 0.62063, 1.80101
200, 0.62071, 1.80106
200, 0.62062, 1.80103
200, 0.62065, 1.80119
200, 0.62051, 1.80106
200, 0.62041, 1.80103
200, 0.62083, 1.80096
300, 0.64565, 1.81350
300, 0.64546, 1.81362
300, 0.64568, 1.81336
300, 0.64517, 1.81357
300, 0.64526, 1.81346
300, 0.64513, 1.81351
300, 0.64522, 1.81363
300, 0.64551, 1.81359
400, 0.67353, 1.82582
400, 0.67352, 1.82605
400, 0.67369, 1.82588
400, 0.67343, 1.82603
400, 0.67343, 1.82619
400, 0.67344, 1.82607
400, 0.67334, 1.82587
400, 0.67394, 1.82596
500, 0.70595, 1.83850
500, 0.70572, 1.83837
500, 0.70590, 1.83833
500, 0.70556, 1.83865
500, 0.70570, 1.83843
500, 0.70588, 1.83864
500, 0.70562, 1.83855
500, 0.70621, 1.83828
600, 0.74304, 1.85083
600, 0.74300, 1.85120
600, 0.74304, 1.85083
600, 0.74277, 1.85085
600, 0.74254, 1.85101
600, 0.74280, 1.85090
600, 0.74279, 1.85101
600, 0.74319, 1.85097
700, 0.78638, 1.86341
700, 0.78637, 1.86375
700, 0.78637, 1.86306
700, 0.78633, 1.86371
700, 0.78613, 1.86349
700, 0.78683, 1.86339
700, 0.78612, 1.86359
700, 0.78662, 1.86376
800, 0.83766, 1.87577
800, 0.83729, 1.87598
800, 0.83751, 1.87591
800, 0.83754, 1.87588
800, 0.83779, 1.87616
800, 0.83762, 1.87590
800, 0.83749, 1.87579
800, 0.83809, 1.87589
900, 0.89892, 1.88874
900, 0.89924, 1.88852
900, 0.90008, 1.88847
900, 0.89933, 1.88834
900, 0.89864, 1.88845
900, 0.89891, 1.88879
900, 0.89913, 1.88885
900, 0.89953, 1.88876
1000, 0.97403, 1.90104
1000, 0.97493, 1.90080
1000, 0.97510, 1.90094
1000, 0.97427, 1.90125
1000, 0.97438, 1.90112
1000, 0.97467, 1.90136
1000, 0.97464, 1.90104
1000, 0.97493, 1.90089
1100, 1.06839, 1.91342
1100, 1.06936, 1.91366
1100, 1.06917, 1.91369
1100, 1.06815, 1.91387
1100, 1.06884, 1.91386
1100, 1.06855, 1.91378
1100, 1.06795, 1.91361
1100, 1.06901, 1.91380
1200, 1.18905, 1.92607
1200, 1.19134, 1.92692
1200, 1.19001, 1.92598
1200, 1.19062, 1.92688
1200, 1.18942, 1.92649
1200, 1.19009, 1.92629
1200, 1.19051, 1.92634
1200, 1.19101, 1.92660
1300, 1.35330, 1.93885
1300, 1.35587, 1.93926
1300, 1.35617, 1.93930
1300, 1.35439, 1.93961
1300, 1.35484, 1.93915
1300, 1.35409, 1.93873
1300, 1.35415, 1.93936
1300, 1.35573, 1.93937
1400, 1.58983, 1.95283
1400, 1.59430, 1.95301
1400, 1.59131, 1.95304
1400, 1.59218, 1.95302
1400, 1.59140, 1.95285
1400, 1.59074, 1.95283
1400, 1.59224, 1.95290
1400, 1.59325, 1.95306
1500, 1.96531, 1.96761
1500, 1.97257, 1.96724
1500, 1.96992, 1.96710
1500, 1.96805, 1.96703
1500, 1.96683, 1.96736
1500, 1.96819, 1.96733
1500, 1.96770, 1.96705
1500, 1.97171, 1.96684
1600, 2.66821, 1.98278
1600, 2.68213, 1.98256
1600, 2.67772, 1.98240
1600, 2.67758, 1.98290
1600, 2.66911, 1.98242
1600, 2.67837, 1.98242
1600, 2.67717, 1.98237
1600, 2.68419, 1.98286
1700, 4.51517, 1.99999
1700, 4.52760, 2.00013
1700, 4.52117, 2.00017
1700, 4.54369, 2.00014
1700, 4.48906, 2.00020
1700, 4.52927, 1.99974
1700, 4.52300, 2.00012
1700, 4.54631, 2.00029
1800, 21.32093, 2.02041
1800, 23.57231, 2.02074
1800, 22.56321, 2.02055
1800, 23.24933, 2.02103
1800, 22.42087, 2.02086
1800, 22.60846, 2.02077
1800, 22.07794, 2.02062
1800, 22.83029, 2.02094
1900, 107121.76140, 2.02506
1900, 110093.47731, 2.02526
1900, 108524.33382, 2.02587
1900, 109310.71034, 2.02490
1900, 109034.58320, 2.02521
1900, 108068.97128, 2.02638
1900, 108361.94441, 2.02506
1900, 110508.83680, 2.02581
2000, 235283.49588, 2.02527
2000, 238100.54069, 2.02475
2000, 236615.53811, 2.02736
2000, 237359.81544, 2.02695
2000, 237098.63817, 2.02506
2000, 236181.55577, 2.02692
2000, 236462.38128, 2.02506
2000, 238499.89704, 2.02737
