0.90, 374400.08713, 748797.20018, 1.67455 
0.90, 372556.74140, 745110.50949, 1.67350 
0.90, 373460.26598, 746917.55635, 1.67492 
0.90, 372492.54000, 744982.10433, 1.67543 
0.90, 371508.76774, 743014.56161, 1.67402 
0.90, 372547.08183, 745091.18757, 1.67615 
0.90, 372293.48729, 744584.00142, 1.67396 
0.90, 370951.08649, 741899.19706, 1.67614 
